SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,zipcode,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,num_school,school_rating_mean,Bayes_RatingSchool,crime_percentage
MLS Listing,,Townhouse,2212 10th Ave E Unit B,Seattle,WA,98102,1299000.0,4.0,2.0,Capitol Hill,1835.0,1.0,2024.0,2.0,708.0,,Active,May-18-2024 11:00 AM,May-18-2024 01:00 PM,https://www.redfin.com/WA/Seattle/2212-10th-Ave-E-98102/unit-B/home/190784531,NWMLS as Distributed by MLS Grid,2236801,N,Y,47.6388112,-122.319796,2,3.0,3.323952470293934,59.31
PAST SALE,June-10-2022,Other,2822 Boyer Ave E #3,Seattle,WA,98102,1650000.0,2.0,1.0,Portage Bay,900.0,1000.0,2003.0,3.0,1833.0,400.0,Pending,,,https://www.redfin.com/WA/Seattle/2822-Boyer-Ave-E-98102/unit-3/home/2111,NWMLS as Distributed by MLS Grid,2219776,N,Y,47.6463738,-122.3154652,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,321 Boylston Ave E #202,Seattle,WA,98102,329000.0,1.0,1.0,Capitol Hill,673.0,,1925.0,3.0,489.0,630.0,Active,,,https://www.redfin.com/WA/Seattle/321-Boylston-Ave-E-98102/unit-202/home/49755,NWMLS as Distributed by MLS Grid,2235291,N,Y,47.62173,-122.3233527,2,3.0,3.323952470293934,59.31
PAST SALE,June-2-2020,Condo/Co-op,233 14th Ave E #103,Seattle,WA,98102,750000.0,2.0,1.0,Capitol Hill,1011.0,,1928.0,4.0,742.0,888.0,Pending,,,https://www.redfin.com/WA/Seattle/233-14th-Ave-E-98112/unit-103/home/72884,NWMLS as Distributed by MLS Grid,2229221,N,Y,47.6209544,-122.3146462,2,3.0,3.323952470293934,59.31
PAST SALE,December-28-1990,Single Family Residential,2221 Federal Ave E,Seattle,WA,98102,2250000.0,5.0,3.5,North Capitol Hill,3787.0,4000.0,1906.0,4.0,594.0,,Pending,,,https://www.redfin.com/WA/Seattle/2221-Federal-Ave-E-98102/home/137122,NWMLS as Distributed by MLS Grid,2228828,N,Y,47.6390754,-122.3193221,2,3.0,3.323952470293934,59.31
PAST SALE,,Condo/Co-op,233 14th Ave E #205,Seattle,WA,98102,330000.0,1.0,1.0,Capitol Hill,465.0,,1928.0,5.0,710.0,410.0,Pending,,,https://www.redfin.com/WA/Seattle/233-14th-Ave-E-98112/unit-205/home/190490759,NWMLS as Distributed by MLS Grid,2221888,N,Y,47.6209544,-122.3146462,2,3.0,3.323952470293934,59.31
MLS Listing,,Other,2369 Fairview Ave E #7,Seattle,WA,98102,4500000.0,3.0,3.0,Eastlake,1800.0,2247.0,2010.0,6.0,2500.0,250.0,Active,,,https://www.redfin.com/WA/Seattle/2369-Fairview-Ave-E-98102/unit-7/home/2063575,NWMLS as Distributed by MLS Grid,2223015,N,Y,47.6417398,-122.3298728,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,1227 E Roy St,Seattle,WA,98102,1175000.0,2.0,2.0,North Capitol Hill,1532.0,706.0,2024.0,7.0,767.0,,Active,May-18-2024 01:00 PM,May-18-2024 04:00 PM,https://www.redfin.com/WA/Seattle/1227-E-Roy-St-98102/home/190736800,NWMLS as Distributed by MLS Grid,2235636,N,Y,47.6252674,-122.316114,2,3.0,3.323952470293934,59.31
PAST SALE,July-11-2022,Other,2818 1/2 Boyer Ave E #3,Seattle,WA,98102,1450000.0,2.0,1.0,Portage Bay,890.0,1.0,1914.0,7.0,1629.0,543.0,Pending,,,https://www.redfin.com/WA/Seattle/2818-Boyer-Ave-E-98102/unit-3/home/175882544,NWMLS as Distributed by MLS Grid,2229234,N,Y,47.6462284,-122.3161973,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,633 13th Ave E,Seattle,WA,98102,1050000.0,2.0,2.0,North Capitol Hill,1579.0,564.0,2024.0,7.0,665.0,,Active,May-19-2024 01:00 PM,May-19-2024 04:00 PM,https://www.redfin.com/WA/Seattle/633-13th-Ave-E-98102/home/190736330,NWMLS as Distributed by MLS Grid,2235629,N,Y,47.6252221,-122.316014,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,530 Melrose Ave E #607,Seattle,WA,98102,379500.0,1.0,1.0,Capitol Hill,522.0,,1991.0,7.0,727.0,551.0,Active,,,https://www.redfin.com/WA/Seattle/530-Melrose-Ave-E-98102/unit-607/home/31805,NWMLS as Distributed by MLS Grid,2234896,N,Y,47.6240242,-122.3275118,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,1122 Broadway E #201,Seattle,WA,98102,1535000.0,4.0,3.0,North Capitol Hill,1826.0,4999.0,2007.0,8.0,841.0,927.0,Active,May-18-2024 12:00 PM,May-18-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1122-Broadway-E-98102/unit-201/home/12542301,NWMLS as Distributed by MLS Grid,2235321,N,Y,47.6293628,-122.3209248,2,3.0,3.323952470293934,59.31
MLS Listing,,Single Family Residential,2212 Harvard Ave E,Seattle,WA,98102,2650000.0,3.0,2.5,Capitol Hill,4170.0,3850.0,1996.0,8.0,635.0,,Active,,,https://www.redfin.com/WA/Seattle/2212-Harvard-Ave-E-98102/home/135326,NWMLS as Distributed by MLS Grid,2234766,N,Y,47.63885,-122.3220772,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,2057 Minor Ave E #10,Seattle,WA,98102,1195000.0,2.0,2.5,Eastlake,1446.0,,1989.0,8.0,826.0,858.0,Active,May-19-2024 10:00 AM,May-19-2024 01:00 PM,https://www.redfin.com/WA/Seattle/2057-Minor-Ave-E-98102/unit-10/home/58175,NWMLS as Distributed by MLS Grid,2220247,N,Y,47.6381219,-122.3287083,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,601 Belmont Ave E Unit D6,Seattle,WA,98102,600000.0,1.0,1.0,Capitol Hill,806.0,,1970.0,8.0,744.0,926.0,Active,May-18-2024 12:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Seattle/601-Belmont-Ave-E-98102/unit-D6/home/9921,NWMLS as Distributed by MLS Grid,2234052,N,Y,47.6246516,-122.3243936,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,308 E Republican St #809,Seattle,WA,98102,319000.0,1.0,1.0,Capitol Hill,614.0,,1961.0,8.0,520.0,790.0,Active,,,https://www.redfin.com/WA/Seattle/308-E-Republican-St-98102/unit-809/home/56275162,NWMLS as Distributed by MLS Grid,2231459,N,Y,47.6233526,-122.3275719,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,713 Summit Ave E Unit C,Seattle,WA,98102,579950.0,1.0,1.0,Capitol Hill,849.0,,1920.0,8.0,683.0,230.0,Active,,,https://www.redfin.com/WA/Seattle/713-Summit-Ave-E-98102/unit-C/home/50111,NWMLS as Distributed by MLS Grid,2234058,N,Y,47.6255084,-122.3256494,2,3.0,3.323952470293934,59.31
MLS Listing,,Single Family Residential,1500 Lakeview Blvd E,Seattle,WA,98102,945200.0,2.0,2.0,Capitol Hill,1190.0,1.0,1959.0,9.0,794.0,,Active,May-19-2024 12:00 PM,May-19-2024 02:00 PM,https://www.redfin.com/WA/Seattle/1500-Lakeview-Blvd-E-98102/home/190541653,NWMLS as Distributed by MLS Grid,2234233,N,Y,47.632393,-122.322561,2,3.0,3.323952470293934,59.31
PAST SALE,October-21-2020,Condo/Co-op,319 Summit Ave E #502,Seattle,WA,98102,665000.0,2.0,2.0,Seattle,1074.0,,2007.0,10.0,619.0,1041.0,Pending,,,https://www.redfin.com/WA/Seattle/319-Summit-Ave-E-98102/unit-502/home/12306746,NWMLS as Distributed by MLS Grid,2226723,N,Y,47.6215031,-122.3256206,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,2960 Eastlake Ave E #312,Seattle,WA,98102,470000.0,1.0,1.0,Eastlake,812.0,,2008.0,10.0,579.0,373.0,Active,,,https://www.redfin.com/WA/Seattle/2960-Eastlake-Ave-E-98102/unit-312/home/18975140,NWMLS as Distributed by MLS Grid,2233507,N,Y,47.64833255,-122.3232847,2,3.0,3.323952470293934,59.31
PAST SALE,December-5-2023,Condo/Co-op,2012 Eastlake Ave E #101,Seattle,WA,98102,639000.0,2.0,1.0,Eastlake,918.0,,1986.0,11.0,696.0,500.0,Pending,,,https://www.redfin.com/WA/Seattle/2012-Eastlake-Ave-E-98102/unit-101/home/71590,NWMLS as Distributed by MLS Grid,2227357,N,Y,47.6371298,-122.3255661,2,3.0,3.323952470293934,59.31
PAST SALE,August-31-1993,Condo/Co-op,116 11th Ave E #502,Seattle,WA,98102,895000.0,2.0,2.0,Capitol Hill,1115.0,,1985.0,11.0,803.0,1268.0,Pending,,,https://www.redfin.com/WA/Seattle/116-11th-Ave-E-98102/unit-502/home/66868,NWMLS as Distributed by MLS Grid,2213854,N,Y,47.6192629,-122.3178482,2,3.0,3.323952470293934,59.31
PAST SALE,July-13-2020,Single Family Residential,2622 Franklin Ave E,Seattle,WA,98102,998000.0,3.0,1.5,Eastlake,2030.0,5500.0,1893.0,11.0,492.0,,Pending,,,https://www.redfin.com/WA/Seattle/2622-Franklin-Ave-E-98102/home/132185,NWMLS as Distributed by MLS Grid,2224523,N,Y,47.64394081,-122.3245786,2,3.0,3.323952470293934,59.31
PAST SALE,May-7-2024,Condo/Co-op,2301 Fairview Ave E #305,Seattle,WA,98102,549000.0,1.0,1.0,Eastlake,641.0,,1968.0,12.0,856.0,665.0,Pending,,,https://www.redfin.com/WA/Seattle/2301-Fairview-Ave-E-98102/unit-305/home/28368,NWMLS as Distributed by MLS Grid,2207288,N,Y,47.6400825,-122.3300611,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,2960 Eastlake Ave E #405,Seattle,WA,98102,450000.0,1.0,1.0,Eastlake,703.0,,2008.0,12.0,640.0,323.0,Active,,,https://www.redfin.com/WA/Seattle/2960-Eastlake-Ave-E-98102/unit-405/home/21882758,NWMLS as Distributed by MLS Grid,2233118,N,Y,47.64833255,-122.3232847,2,3.0,3.323952470293934,59.31
MLS Listing,,Other,3206 Portage Bay Pl E,Seattle,WA,98102,3700000.0,2.0,1.5,Portage Bay,1406.0,7088.0,1984.0,13.0,2632.0,,Active,,,https://www.redfin.com/WA/Seattle/3206-Portage-Bay-Pl-E-98102/home/2090793,NWMLS as Distributed by MLS Grid,2231396,N,Y,47.6507063,-122.3191148,2,3.0,3.323952470293934,59.31
PAST SALE,,Multi-Family (5+ Unit),315 12th Ave E,Seattle,WA,98102,1950000.0,6.0,6.0,North Capitol Hill,4587.0,5994.0,1928.0,14.0,425.0,,Pending,,,https://www.redfin.com/WA/Seattle/315-12th-Ave-E-98102/home/2087443,NWMLS as Distributed by MLS Grid,2216098,N,Y,47.6216843,-122.3170267,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,233 14th Ave E #206,Seattle,WA,98102,325000.0,0.0,1.0,Capitol Hill,420.0,420.0,1928.0,14.0,774.0,370.0,Active,,,https://www.redfin.com/WA/Seattle/233-14th-Ave-E-98112/unit-206/home/190671709,NWMLS as Distributed by MLS Grid,2231821,N,Y,47.6209544,-122.3146462,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,3100 Fairview Ave E #102,Seattle,WA,98102,725000.0,2.0,2.0,Eastlake,1125.0,12375.0,1991.0,14.0,644.0,955.0,Active,,,https://www.redfin.com/WA/Seattle/3100-Fairview-Ave-E-98102/unit-102/home/55717,NWMLS as Distributed by MLS Grid,2231814,N,Y,47.6492737,-122.3240014,2,3.0,3.323952470293934,59.31
MLS Listing,,Single Family Residential,817 E Hamlin St,Seattle,WA,98102,2395000.0,6.0,3.5,Roanoke Park,7290.0,6270.0,1926.0,14.0,329.0,,Active,,,https://www.redfin.com/WA/Seattle/817-E-Hamlin-St-98102/home/135542,NWMLS as Distributed by MLS Grid,2231668,N,Y,47.6454467,-122.3212607,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,2717 Franklin Ave E #204,Seattle,WA,98102,568000.0,1.0,1.0,Eastlake,804.0,,1930.0,15.0,706.0,655.0,Active,,,https://www.redfin.com/WA/Seattle/2717-Franklin-Ave-E-98102/unit-204/home/137,NWMLS as Distributed by MLS Grid,2229922,N,Y,47.6450765,-122.325019,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,2236 Fairview Ave E Unit C,Seattle,WA,98102,1365000.0,3.0,3.5,Eastlake,1629.0,884.0,2024.0,15.0,838.0,131.0,Active,,,https://www.redfin.com/WA/Seattle/2236-Fairview-Ave-E-98102/unit-C/home/190651093,NWMLS as Distributed by MLS Grid,2231151,N,Y,47.6391865,-122.3292004,2,3.0,3.323952470293934,59.31
PAST SALE,,Condo/Co-op,2713 Boylston Ave E #102,Seattle,WA,98102,639000.0,2.0,2.0,Eastlake,991.0,,1994.0,18.0,645.0,,Pending,,,https://www.redfin.com/WA/Seattle/2713-Boylston-Ave-E-98102/unit-102/home/190373240,NWMLS as Distributed by MLS Grid,2214411,N,Y,47.6449125,-122.3237723,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,303 13th Ave E #301,Seattle,WA,98102,650000.0,2.0,2.0,Capitol Hill,1073.0,,1980.0,20.0,606.0,1060.0,Active,May-18-2024 02:00 PM,May-18-2024 04:00 PM,https://www.redfin.com/WA/Seattle/303-13th-Ave-E-98102/unit-301/home/20672,NWMLS as Distributed by MLS Grid,2227581,N,Y,47.621366,-122.3160662,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,321 Boylston Ave E #201,Seattle,WA,98102,280000.0,0.0,1.0,Capitol Hill,476.0,,1925.0,20.0,588.0,584.0,Active,,,https://www.redfin.com/WA/Seattle/321-Boylston-Ave-E-98102/unit-201/home/49754,NWMLS as Distributed by MLS Grid,2229163,N,Y,47.62173,-122.3233527,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,530 Broadway E #615,Seattle,WA,98102,515000.0,1.0,1.0,Capitol Hill,636.0,,2007.0,21.0,810.0,506.0,Active,May-18-2024 12:00 PM,May-18-2024 02:00 PM,https://www.redfin.com/WA/Seattle/530-Broadway-E-98102/unit-615/home/190603239,NWMLS as Distributed by MLS Grid,2227659,N,Y,47.623758,-122.3207688,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,1202 Lakeview Blvd #4,Seattle,WA,98102,759049.0,2.0,2.0,North Capitol Hill,1132.0,,1990.0,21.0,671.0,467.0,Active,,,https://www.redfin.com/WA/Seattle/1202-Lakeview-Blvd-E-98102/unit-4/home/14716,NWMLS as Distributed by MLS Grid,2228977,N,Y,47.6300715,-122.3247922,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,320 Melrose Ave E #305,Seattle,WA,98102,624900.0,2.0,2.0,Capitol Hill,965.0,1.0,1966.0,21.0,648.0,586.0,Active,,,https://www.redfin.com/WA/Seattle/320-Melrose-Ave-E-98102/unit-305/home/27838,NWMLS as Distributed by MLS Grid,2223351,N,Y,47.621332,-122.3276067,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,626 13th Ave E Unit K,Seattle,WA,98102,484995.0,2.0,1.0,Capitol Hill,990.0,,1910.0,22.0,490.0,907.0,Active,,,https://www.redfin.com/WA/Seattle/626-13th-Ave-E-98102/unit-K/home/176044088,NWMLS as Distributed by MLS Grid,2228398,N,Y,47.6249521,-122.3152836,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,325 Harvard Ave E #300,Seattle,WA,98102,550000.0,2.0,1.5,Capitol Hill,816.0,,1928.0,22.0,674.0,664.0,Active,,,https://www.redfin.com/WA/Seattle/325-Harvard-Ave-E-98102/unit-300/home/17382769,NWMLS as Distributed by MLS Grid,2227859,N,Y,47.6218717,-122.3223441,2,3.0,3.323952470293934,59.31
PAST SALE,April-8-2016,Condo/Co-op,711 Belmont Pl E #304,Seattle,WA,98102,375000.0,1.0,1.0,Capitol Hill,711.0,,1928.0,23.0,527.0,605.0,Pending,May-19-2024 01:00 PM,May-19-2024 03:00 PM,https://www.redfin.com/WA/Seattle/711-Belmont-Pl-E-98102/unit-304/home/22055131,NWMLS as Distributed by MLS Grid,2227128,N,Y,47.6262376,-122.3246022,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,1116 Broadway E Unit A,Seattle,WA,98102,1225000.0,3.0,2.5,Capitol Hill,1771.0,980.0,2019.0,23.0,692.0,,Active,,,https://www.redfin.com/WA/Seattle/1116-Broadway-E-98102/unit-A/home/169212416,NWMLS as Distributed by MLS Grid,2227112,N,Y,47.6292349,-122.3210589,2,3.0,3.323952470293934,59.31
MLS Listing,,Multi-Family (5+ Unit),314 E Mercer St,Seattle,WA,98102,1395000.0,4.0,5.0,Capitol Hill,4595.0,2400.0,1909.0,24.0,304.0,,Active,,,https://www.redfin.com/WA/Seattle/314-E-Mercer-St-98102/home/2083834,NWMLS as Distributed by MLS Grid,2211088,N,Y,47.6244497,-122.3271407,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,218 F 10th Ave E,Seattle,WA,98102,1229900.0,3.0,3.0,Capitol Hill,1987.0,1055.0,2024.0,27.0,619.0,0.0,Active,May-18-2024 03:00 PM,May-18-2024 05:00 PM,https://www.redfin.com/WA/Seattle/218-10th-Ave-E-98102/home/145737,NWMLS as Distributed by MLS Grid,2207703,N,Y,47.6205139,-122.319247,2,3.0,3.323952470293934,59.31
MLS Listing,,Single Family Residential,2802 Fairview Ave E,Seattle,WA,98102,1797000.0,2.0,2.5,Eastlake,2190.0,1452.0,2015.0,27.0,821.0,350.0,Active,,,https://www.redfin.com/WA/Seattle/2802-Fairview-Ave-E-98102/home/69356851,NWMLS as Distributed by MLS Grid,2223603,N,Y,47.6458474,-122.3266857,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,117 E Allison St,Seattle,WA,98102,1050000.0,3.0,2.0,Eastlake,1365.0,601.0,2024.0,27.0,769.0,,Active,,,https://www.redfin.com/WA/Seattle/117-E-Allison-St-98102/home/131733,NWMLS as Distributed by MLS Grid,2226032,N,Y,47.6488876,-122.3242425,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,232 Belmont Ave E #502,Seattle,WA,98102,424000.0,1.0,1.0,Capitol Hill,634.0,11778.0,1994.0,27.0,669.0,523.0,Active,,,https://www.redfin.com/WA/Seattle/232-Belmont-Ave-E-98102/unit-502/home/49034,NWMLS as Distributed by MLS Grid,2224495,N,Y,47.6205733,-122.3237192,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,420 Melrose Ave E #901,Seattle,WA,98102,1195000.0,2.0,2.5,Capitol Hill,1636.0,,1992.0,28.0,730.0,1558.0,Active,,,https://www.redfin.com/WA/Seattle/420-Melrose-Ave-E-98102/unit-901/home/63060,NWMLS as Distributed by MLS Grid,2224335,N,Y,47.6226882,-122.327585,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,2308 Franklin Ave E Unit B,Seattle,WA,98102,1200000.0,3.0,2.0,Eastlake,1525.0,950.0,2018.0,28.0,787.0,,Active,,,https://www.redfin.com/WA/Seattle/2308-Franklin-Ave-E-98102/unit-B/home/190541655,NWMLS as Distributed by MLS Grid,2223833,N,Y,47.6400616,-122.3244515,2,3.0,3.323952470293934,59.31
PAST SALE,July-8-2021,Condo/Co-op,125 E Lynn St #202,Seattle,WA,98102,1195000.0,2.0,2.0,Eastlake,1680.0,,2007.0,29.0,711.0,1323.0,Pending,,,https://www.redfin.com/WA/Seattle/125-E-Lynn-St-98102/unit-202/home/143848772,NWMLS as Distributed by MLS Grid,2210364,N,Y,47.6396098,-122.3262275,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,308 Summit Ave E #404,Seattle,WA,98102,389000.0,1.0,1.0,Capitol Hill,631.0,,1967.0,29.0,616.0,550.0,Active,May-18-2024 01:00 PM,May-18-2024 03:00 PM,https://www.redfin.com/WA/Seattle/308-Summit-Ave-E-98102/unit-404/home/68646,NWMLS as Distributed by MLS Grid,2221241,N,Y,47.6213194,-122.3249237,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,2346 Franklin Ave E Unit B,Seattle,WA,98102,969900.0,3.0,2.0,Eastlake,1430.0,664.0,2023.0,31.0,678.0,,Active,May-18-2024 01:00 PM,May-18-2024 04:00 PM,https://www.redfin.com/WA/Seattle/2346-Franklin-Ave-E-98102/unit-B/home/189521320,NWMLS as Distributed by MLS Grid,2223448,N,Y,47.6410697,-122.3241748,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,2344 Franklin Ave E Unit A,Seattle,WA,98102,969900.0,3.0,2.0,Eastlake,1440.0,800.0,2023.0,31.0,674.0,,Active,May-18-2024 01:00 PM,May-18-2024 04:00 PM,https://www.redfin.com/WA/Seattle/2344-Franklin-Ave-E-98102/unit-A/home/190518850,NWMLS as Distributed by MLS Grid,2222872,N,Y,47.6410301,-122.3244026,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,610 Melrose Ave E Unit B,Seattle,WA,98102,995000.0,4.0,2.5,Capitol Hill,1400.0,606.0,2012.0,32.0,711.0,,Active,,,https://www.redfin.com/WA/Seattle/610-Melrose-Ave-E-98102/unit-B/home/101611803,NWMLS as Distributed by MLS Grid,2223211,N,Y,47.6246137,-122.3275716,2,3.0,3.323952470293934,59.31
PAST SALE,August-30-2019,Condo/Co-op,711 Belmont Pl E #205,Seattle,WA,98102,310000.0,1.0,1.0,Capitol Hill,517.0,,1928.0,32.0,600.0,489.0,Pending,,,https://www.redfin.com/WA/Seattle/711-Belmont-Pl-E-98102/unit-205/home/17072748,NWMLS as Distributed by MLS Grid,2211317,N,Y,47.6262376,-122.3246022,2,3.0,3.323952470293934,59.31
MLS Listing,,Other,2321 Fairview Ave E #1,Seattle,WA,98102,550000.0,1.0,1.0,Eastlake,780.0,600.0,1968.0,32.0,705.0,485.0,Active,,,https://www.redfin.com/WA/Seattle/2321-Fairview-Ave-E-98102/unit-1/home/190511456,NWMLS as Distributed by MLS Grid,2222979,N,Y,47.640468,-122.330485,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,2617 Franklin Ave E Unit F,Seattle,WA,98102,739700.0,2.0,1.5,Eastlake,885.0,500.0,2021.0,35.0,836.0,260.0,Active,,,https://www.redfin.com/WA/Seattle/2617-Franklin-Ave-E-98102/unit-F/home/178656979,NWMLS as Distributed by MLS Grid,2222067,N,Y,47.6437471,-122.324888,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,2960 Eastlake Ave E #101,Seattle,WA,98102,515000.0,1.0,1.0,Eastlake,790.0,,2008.0,35.0,652.0,363.0,Active,,,https://www.redfin.com/WA/Seattle/2960-Eastlake-Ave-E-98102/unit-101/home/21882949,NWMLS as Distributed by MLS Grid,2221924,N,Y,47.64833255,-122.3232847,2,3.0,3.323952470293934,59.31
MLS Listing,,Other,2600 Fairview Ave E #11,Seattle,WA,98102,3250000.0,3.0,2.5,Eastlake,2132.0,1156.0,1978.0,36.0,1524.0,500.0,Active,May-19-2024 12:00 PM,May-19-2024 02:00 PM,https://www.redfin.com/WA/Seattle/2600-Fairview-Ave-E-98102/unit-11/home/56759292,NWMLS as Distributed by MLS Grid,2217717,N,Y,47.6434937,-122.328276,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,2624 Eastlake Ave E Unit C,Seattle,WA,98102,1189999.0,3.0,2.5,Eastlake,2270.0,1048.0,2024.0,38.0,524.0,,Active,,,https://www.redfin.com/WA/Seattle/2624-Eastlake-Ave-E-98102/unit-C/home/190418524,NWMLS as Distributed by MLS Grid,2219631,N,Y,47.6439222,-122.3255558,2,3.0,3.323952470293934,59.31
PAST SALE,March-12-2019,Condo/Co-op,941 11th Ave E #4,Seattle,WA,98102,2195000.0,2.0,2.0,North Capitol Hill,2318.0,,1920.0,38.0,947.0,1849.0,Pending,,,https://www.redfin.com/WA/Seattle/941-11th-Ave-E-98102/unit-4/home/49382,NWMLS as Distributed by MLS Grid,2215280,N,Y,47.6280201,-122.3183055,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,2920 Eastlake Ave E #306,Seattle,WA,98102,680000.0,2.0,2.0,Eastlake,1362.0,,2005.0,42.0,499.0,747.0,Active,,,https://www.redfin.com/WA/Seattle/2920-Eastlake-Ave-E-98102/unit-306/home/2081159,NWMLS as Distributed by MLS Grid,2218802,N,Y,47.647818,-122.3237482,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,1100 E Harrison St #101,Seattle,WA,98102,620000.0,2.0,2.0,Capitol Hill,987.0,,1987.0,42.0,628.0,689.0,Active,,,https://www.redfin.com/WA/Seattle/1100-E-Harrison-St-98102/unit-101/home/37970,NWMLS as Distributed by MLS Grid,2218422,N,Y,47.6221832,-122.3175494,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,530 E Broadway #127,Seattle,WA,98102,815000.0,2.0,2.5,Capitol Hill,1333.0,,2007.0,42.0,611.0,1053.0,Active,May-18-2024 11:00 AM,May-18-2024 01:00 PM,https://www.redfin.com/WA/Seattle/530-Broadway-E-98102/unit-127/home/21616763,NWMLS as Distributed by MLS Grid,2216834,N,Y,47.623758,-122.3207688,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,525 Belmont Ave E Unit 4A,Seattle,WA,98102,699800.0,2.0,1.0,Capitol Hill,920.0,,1965.0,43.0,761.0,793.0,Active,May-19-2024 01:00 PM,May-19-2024 03:00 PM,https://www.redfin.com/WA/Seattle/525-Belmont-Ave-E-98102/unit-4A/home/7006,NWMLS as Distributed by MLS Grid,2218289,N,Y,47.6239708,-122.3243036,2,3.0,3.323952470293934,59.31
MLS Listing,,Single Family Residential,101 14th Ave E,Seattle,WA,98102,1199990.0,5.0,1.0,Capitol Hill,1684.0,2031.0,1920.0,44.0,713.0,,Active,,,https://www.redfin.com/WA/Seattle/101-14th-Ave-E-98112/home/127958472,NWMLS as Distributed by MLS Grid,2218015,N,Y,47.6189294,-122.3144907,2,3.0,3.323952470293934,59.31
MLS Listing,,Townhouse,729 Belmont Ave E,Seattle,WA,98102,1175000.0,3.0,3.5,North Capitol Hill,1700.0,711.0,2017.0,44.0,691.0,167.0,Active,May-18-2024 12:00 AM,May-18-2024 11:59 PM,https://www.redfin.com/WA/Seattle/729-Belmont-Ave-E-98102/home/113995324,NWMLS as Distributed by MLS Grid,2208756,N,Y,47.6257301,-122.3248145,2,3.0,3.323952470293934,59.31
PAST SALE,,Single Family Residential,1212 E Hamlin St,Seattle,WA,98102,1695000.0,3.0,2.0,Portage Bay,2510.0,2145.0,1924.0,46.0,675.0,,Pending,,,https://www.redfin.com/WA/Seattle/1212-E-Hamlin-St-98102/home/137647,NWMLS as Distributed by MLS Grid,2210815,N,Y,47.6457917,-122.3163573,2,3.0,3.323952470293934,59.31
MLS Listing,,Condo/Co-op,525 Belmont Ave E Unit 7C,Seattle,WA,98102,599000.0,1.0,1.0,Capitol Hill,771.0,,1965.0,48.0,777.0,565.0,Active,,,https://www.redfin.com/WA/Seattle/525-Belmont-Ave-E-98102/unit-7C/home/13101,NWMLS as Distributed by MLS Grid,2204071,N,Y,47.6239708,-122.3243036,2,3.0,3.323952470293934,59.31
