SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,zipcode,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,num_school,school_rating_mean,Bayes_RatingSchool,crime_percentage
MLS Listing,,Townhouse,10322 NE 185th St Unit E,Bothell,WA,98011,1239900.0,4.0,3.5,Downtown Bothell,2164.0,897.0,2024.0,51.0,573.0,23.0,Active,May-19-2024 11:00 AM,May-19-2024 01:00 PM,https://www.redfin.com/WA/Bothell/10322-NE-185th-St-98011/unit-E/home/190304643,NWMLS as Distributed by MLS Grid,2215370,N,Y,47.7620033,-122.202388,8,4.0,3.828642901813634,20.92
PAST SALE,January-21-2020,Single Family Residential,11029 NE 197th St,Bothell,WA,98011,1325000.0,4.0,3.0,North Creek,3130.0,9965.0,2004.0,55.0,423.0,38.0,Pending,,,https://www.redfin.com/WA/Bothell/11029-NE-197th-St-98011/home/286500,NWMLS as Distributed by MLS Grid,2206437,N,Y,47.7700291,-122.1931114,8,4.0,3.828642901813634,20.92
MLS Listing,,Single Family Residential,15405 110th Ave NE,Bothell,WA,98011,1270000.0,3.0,2.0,Bothell,1760.0,8640.0,1974.0,55.0,722.0,,Active,,,https://www.redfin.com/WA/Bothell/15405-110th-Ave-NE-98011/home/457709,NWMLS as Distributed by MLS Grid,2211651,N,Y,47.7389551,-122.1955099,8,4.0,3.828642901813634,20.92
PAST SALE,,Townhouse,12125 NE 193rd Ln Unit G,Bothell,WA,98011,1002000.0,4.0,3.5,North Creek,1972.0,,2024.0,57.0,508.0,338.0,Pending,,,https://www.redfin.com/WA/Bothell/12125-NE-193rd-Ln-98011/unit-G/home/188141686,NWMLS as Distributed by MLS Grid,2173409,N,Y,47.76814,-122.178271,8,4.0,3.828642901813634,20.92
PAST SALE,,Townhouse,17342 D Bothell Way NE,Bothell,WA,98011,899500.0,4.0,3.0,Bothell,1872.0,,2023.0,59.0,481.0,175.0,Pending,,,https://www.redfin.com/WA/Bothell/17342-Bothell-Way-NE-98011/unit-D/home/185540099,NWMLS as Distributed by MLS Grid,2205710,N,Y,47.7545382,-122.2110926,8,4.0,3.828642901813634,20.92
PAST SALE,May-3-2024,Townhouse,8910 NE 173rd Pl Unit B,Bothell,WA,98011,1044950.0,3.0,3.5,Bothell,2147.0,1276.0,2024.0,61.0,487.0,140.0,Pending,,,https://www.redfin.com/WA/Bothell/8910-NE-173rd-Pl-98011/unit-B/home/185885639,NWMLS as Distributed by MLS Grid,2197315,N,Y,47.7536365,-122.2221123,8,4.0,3.828642901813634,20.92
PAST SALE,,Townhouse,8911 NE 173rd Pl Unit A,Bothell,WA,98011,1049950.0,4.0,3.5,Bothell,2364.0,1909.0,2024.0,62.0,444.0,140.0,Pending,,,https://www.redfin.com/WA/Bothell/8911-NE-173rd-Pl-98011/unit-A/home/185885665,NWMLS as Distributed by MLS Grid,2200914,N,Y,47.7534177,-122.2220647,8,4.0,3.828642901813634,20.92
MLS Listing,,Townhouse,17342 A Bothell Way NE,Bothell,WA,98011,999500.0,4.0,3.0,Bothell,2273.0,546.0,2023.0,65.0,440.0,175.0,Active,,,https://www.redfin.com/WA/Bothell/17342-Bothell-Way-NE-98011/unit-A/home/185540153,NWMLS as Distributed by MLS Grid,2209474,N,Y,47.7545382,-122.2110926,8,4.0,3.828642901813634,20.92
PAST SALE,April-10-2024,Townhouse,8911 NE 173rd Pl Unit B,Bothell,WA,98011,1024950.0,4.0,3.5,Bothell,2364.0,1494.0,2024.0,66.0,434.0,140.0,Pending,,,https://www.redfin.com/WA/Bothell/8911-NE-173rd-Pl-98011/unit-B/home/185885666,NWMLS as Distributed by MLS Grid,2200227,N,Y,47.7534177,-122.2220647,8,4.0,3.828642901813634,20.92
MLS Listing,,Condo/Co-op,9517 NE 180th St Unit B-106,Bothell,WA,98011,314500.0,1.0,1.0,Downtown Bothell,730.0,,1979.0,70.0,431.0,541.0,Active,,,https://www.redfin.com/WA/Bothell/9517-NE-180th-St-98011/unit-B-106/home/190287672,NWMLS as Distributed by MLS Grid,2207895,N,Y,47.7573917,-122.213071,8,4.0,3.828642901813634,20.92
PAST SALE,,Townhouse,8919 NE 173rd Pl Unit D,Bothell,WA,98011,999950.0,4.0,3.5,Bothell,2364.0,1909.0,2023.0,74.0,423.0,140.0,Pending,,,https://www.redfin.com/WA/Bothell/8919-NE-173rd-Pl-98011/unit-D/home/189694236,NWMLS as Distributed by MLS Grid,2187459,N,Y,47.7534177,-122.2217428,8,4.0,3.828642901813634,20.92
PAST SALE,January-3-2023,Condo/Co-op,9515 NE 180th St Unit C102,Bothell,WA,98011,375000.0,2.0,1.0,Downtown Bothell,1000.0,,1979.0,78.0,375.0,740.0,Pending,,,https://www.redfin.com/WA/Bothell/9515-NE-180th-St-98011/unit-C102/home/8194,NWMLS as Distributed by MLS Grid,2197933,N,Y,47.757404,-122.2134764,8,4.0,3.828642901813634,20.92
MLS Listing,,Vacant Land,18414 103rd Ave NE,Bothell,WA,98011,1750000.0,,,Downtown Bothell,,7080.0,,89.0,,,Active,,,https://www.redfin.com/WA/Bothell/18414-103rd-Ave-NE-98011/home/144872227,NWMLS as Distributed by MLS Grid,2201119,N,Y,47.7617225,-122.2021285,8,4.0,3.828642901813634,20.92
MLS Listing,,Mobile/Manufactured Home,10515 woodinville Dr #76,Bothell,WA,98011,95000.0,1.0,1.0,Bothell,913.0,,1967.0,97.0,104.0,,Active,,,https://www.redfin.com/WA/Bothell/10515-Woodinville-Dr-98011/unit-76/home/185245698,NWMLS as Distributed by MLS Grid,2198395,N,Y,47.758693,-122.2009839,8,4.0,3.828642901813634,20.92
PAST SALE,,Vacant Land,145 XX 100th Ave NE,Bothell,WA,98011,3300000.0,,,Bothell,,57364.0,,207.0,,,Pending,,,https://www.redfin.com/WA/Bothell/145-XX-100th-Ave-NE-98011/home/182401696,NWMLS as Distributed by MLS Grid,2067478,N,Y,47.733149,-122.20805,8,4.0,3.828642901813634,20.92
MLS Listing,,Condo/Co-op,17300 91st Ave NE Unit A102,Bothell,WA,98011,435000.0,2.0,2.0,Bothell,930.0,,1990.0,214.0,468.0,432.0,Active,,,https://www.redfin.com/WA/Bothell/17300-91st-Ave-NE-98011/unit-A102/home/44208,NWMLS as Distributed by MLS Grid,2166263,N,Y,47.7530045,-122.219688,8,4.0,3.828642901813634,20.92
PAST SALE,,Single Family Residential,9013 NE 190th St,Bothell,WA,98011,2795000.0,3.0,3.0,West Hill,4493.0,13713.0,2008.0,252.0,622.0,,Pending,,,https://www.redfin.com/WA/Bothell/9013-NE-190th-St-98011/home/12304184,NWMLS as Distributed by MLS Grid,2158266,N,Y,47.7652723,-122.2195774,8,4.0,3.828642901813634,20.92
New Construction Home,,Townhouse,12002 NE 194th Ct Unit C,Bothell,WA,98011,999990.0,3.0,3.0,Bothell,1696.0,,2024.0,7.0,590.0,,Active,,,https://www.redfin.com/WA/Bothell/12002-NE-194th-Ct-98011/unit-C/home/190615276,Zillow,315339D24F8A,N,Y,47.7685779,-122.1794279,8,4.0,3.828642901813634,20.92
New Construction Plan,,Townhouse,Type III - Mid Plan,Bothell,WA,98011,1249950.0,4.0,3.5,Bothell,2670.0,,,2.0,468.0,140.0,Active,,,https://www.redfin.com/WA/Bothell/Bothell/Type-III-Mid/home/190788450,Zillow,BA9CE44A2733,N,Y,47.7537538,-122.221217,8,4.0,3.828642901813634,20.92
New Construction Plan,,Single Family Residential,Homes Available Soon Plan,Bothell,WA,98011,,,,Bothell,,,,3.0,,100.0,Active,,,https://www.redfin.com/WA/Bothell/Bothell/Homes-Available-Soon/home/190765857,Zillow,EA1DBEA3113A,N,Y,47.751711,-122.175966,8,4.0,3.828642901813634,20.92
New Construction Plan,,Townhouse,Type III - End Plan,Bothell,WA,98011,1149950.0,4.0,3.5,Bothell,2229.0,,,3.0,516.0,140.0,Active,,,https://www.redfin.com/WA/Bothell/Bothell/Type-III-End/home/190765486,Zillow,79EB781C3C42,N,Y,47.7537538,-122.221217,8,4.0,3.828642901813634,20.92
New Construction Plan,,Townhouse,E18 Plan,Bothell,WA,98011,999990.0,3.0,3.0,Bothell,1696.0,,,38.0,590.0,,Active,,,https://www.redfin.com/WA/Bothell/Bothell/E18/home/188302267,Zillow,A38C9EF5BA3A,N,Y,47.76809,-122.18024,8,4.0,3.828642901813634,20.92
New Construction Plan,,Single Family Residential,Homes Available Soon Plan,Bothell,WA,98011,,,,Bothell,,,,83.0,,,Active,,,https://www.redfin.com/WA/Bothell/Bothell/Homes-Available-Soon/home/189853154,Zillow,B84BD6475ACB,N,Y,47.7690175,-122.1784301,8,4.0,3.828642901813634,20.92
New Construction Plan,,Townhouse,Type I Plan,Bothell,WA,98011,1074950.0,3.0,3.5,Bothell,2147.0,,,190.0,501.0,140.0,Active,,,https://www.redfin.com/WA/Bothell/Bothell/Type-I/home/188412496,Zillow,BC31957DCBC6,N,Y,47.7537538,-122.221217,8,4.0,3.828642901813634,20.92
New Construction Plan,,Townhouse,Type II Plan,Bothell,WA,98011,1059950.0,4.0,3.5,Bothell,2364.0,,,190.0,448.0,140.0,Active,,,https://www.redfin.com/WA/Bothell/Bothell/Type-II/home/188482733,Zillow,310765E27CB6,N,Y,47.7537538,-122.221217,8,4.0,3.828642901813634,20.92
PAST SALE,June-22-2012,Single Family Residential,5830 302nd Ave NE,Carnation,WA,98014,1099000.0,3.0,3.0,Ames Lake,2880.0,216057.0,1971.0,13.0,382.0,,Pending,,,https://www.redfin.com/WA/Carnation/5830-302nd-Ave-NE-98014/home/447538,NWMLS as Distributed by MLS Grid,2223314,N,Y,47.6585449,-121.930973,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,29935 NE Tolt Hill Rd,Carnation,WA,98014,4988000.0,3.0,3.5,Carnation,4050.0,528076.0,1980.0,27.0,1232.0,,Active,,,https://www.redfin.com/WA/Carnation/29935-NE-Tolt-Hill-Rd-98014/home/446949,NWMLS as Distributed by MLS Grid,2222982,N,Y,47.6322333,-121.9399494,6,4.5,4.094371482176361,20.29
PAST SALE,,Vacant Land,0 312th Ave NE,Carnation,WA,98014,21000.0,,,Lake Marcel,,18102.0,,1.0,,27.0,Pending,,,https://www.redfin.com/WA/Lake-Marcel-Stillwater/312th-Ave-NE-98014/home/190507910,NWMLS as Distributed by MLS Grid,2221029,N,Y,47.696044,-121.922624,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,5077 327th Ave NE,Carnation,WA,98014,1235000.0,5.0,2.5,Carnation,3296.0,11345.0,2017.0,1.0,375.0,65.0,Active,May-17-2024 05:00 PM,May-17-2024 07:00 PM,https://www.redfin.com/WA/Carnation/5077-327th-Ave-NE-98014/home/106723776,NWMLS as Distributed by MLS Grid,2239032,N,Y,47.6525803,-121.9037496,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,4384 333rd Pl NE,Carnation,WA,98014,1450000.0,5.0,3.0,Carnation,3668.0,7513.0,2022.0,1.0,395.0,78.0,Active,May-17-2024 04:00 PM,May-17-2024 06:00 PM,https://www.redfin.com/WA/Carnation/4384-333rd-Pl-NE-98014/home/175253309,NWMLS as Distributed by MLS Grid,2236860,N,Y,47.6470141,-121.8936628,6,4.5,4.094371482176361,20.29
PAST SALE,,Single Family Residential,1806 285th Pl NE,Carnation,WA,98014,2950000.0,5.0,5.0,Carnation,4370.0,105506.0,2022.0,3.0,675.0,,Pending,,,https://www.redfin.com/WA/Carnation/1806-285th-Pl-NE-98014/home/175629788,NWMLS as Distributed by MLS Grid,2231899,N,Y,47.6248645,-121.9554981,6,4.5,4.094371482176361,20.29
PAST SALE,November-3-2021,Single Family Residential,5040 327th Ave NE,Carnation,WA,98014,1100000.0,3.0,2.5,Carnation,2274.0,7559.0,2015.0,4.0,484.0,65.0,Pending,,,https://www.redfin.com/WA/Carnation/5040-327th-Ave-NE-98014/home/106723577,NWMLS as Distributed by MLS Grid,2228356,N,Y,47.6520784,-121.9032325,6,4.5,4.094371482176361,20.29
PAST SALE,,Single Family Residential,3616 Grace Ave,Carnation,WA,98014,1378950.0,4.0,4.5,Carnation,3437.0,5000.0,2024.0,5.0,401.0,68.0,Pending,,,https://www.redfin.com/WA/Carnation/3616-Grace-AVE-98014/home/190268780,NWMLS as Distributed by MLS Grid,2213534,N,Y,47.640139,-121.913726,6,4.5,4.094371482176361,20.29
PAST SALE,,Vacant Land,4645 Tolt Ave,Carnation,WA,98014,775000.0,,,Downtown Carnation,,11488.0,,6.0,,,Pending,,,https://www.redfin.com/WA/Carnation/4645-Tolt-Ave-98014/home/175653299,NWMLS as Distributed by MLS Grid,2205761,N,Y,47.6492616,-121.9136974,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,33819 NE 52nd Way,Carnation,WA,98014,2850000.0,4.0,3.5,Tolt,4400.0,1006236.0,2004.0,9.0,648.0,58.0,Active,,,https://www.redfin.com/WA/Carnation/33819-NE-52nd-Way-98014/home/2082238,NWMLS as Distributed by MLS Grid,2231025,N,Y,47.649211,-121.888589,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,32321 E Rutherford St,Carnation,WA,98014,869000.0,3.0,2.5,Downtown Carnation,1970.0,5041.0,2015.0,14.0,441.0,,Active,,,https://www.redfin.com/WA/Carnation/32321-E-Rutherford-St-98014/home/101611158,NWMLS as Distributed by MLS Grid,2228266,N,Y,47.6499783,-121.9081283,6,4.5,4.094371482176361,20.29
PAST SALE,April-15-2022,Vacant Land,7930 327th Ave NE,Carnation,WA,98014,985000.0,,,Carnation,,865201.0,,15.0,,,Pending,,,https://www.redfin.com/WA/Carnation/7930-327th-Ave-NE-98014/home/2064879,NWMLS as Distributed by MLS Grid,2219197,N,Y,47.674133,-121.904058,6,4.5,4.094371482176361,20.29
PAST SALE,,Vacant Land,33800 NE North Fork Rd,Carnation,WA,98014,299000.0,,,Lake Joy,,287496.0,,16.0,,,Pending,,,https://www.redfin.com/WA/Carnation/33800-NE-N-Fork-Rd-98014/home/171349630,NWMLS as Distributed by MLS Grid,2222837,N,Y,47.7139257,-121.8863761,6,4.5,4.094371482176361,20.29
PAST SALE,May-28-2021,Single Family Residential,31919 NE 16th St,Carnation,WA,98014,4919950.0,3.0,2.5,Carnation,3810.0,2356708.0,1972.0,22.0,1291.0,,Pending,,,https://www.redfin.com/WA/Carnation/31919-NE-16th-St-98014/home/442568,NWMLS as Distributed by MLS Grid,2220050,N,Y,47.6222851,-121.913037,6,4.5,4.094371482176361,20.29
PAST SALE,,Single Family Residential,11831 338th Ave NE,Carnation,WA,98014,1420000.0,3.0,3.0,Lake Joy,2800.0,146362.0,2001.0,23.0,507.0,83.0,Pending,,,https://www.redfin.com/WA/Carnation/11831-338th-Ave-NE-98014/home/441640,NWMLS as Distributed by MLS Grid,2214781,N,Y,47.7043107,-121.887403,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,3644 Grace Ave,Carnation,WA,98014,1389950.0,4.0,4.5,Carnation,3593.0,5000.0,2024.0,24.0,387.0,68.0,Active,,,https://www.redfin.com/WA/Carnation/3644-Grace-AVE-98014/home/190570032,NWMLS as Distributed by MLS Grid,2226980,N,Y,47.64091110229492,-121.909584,6,4.5,4.094371482176361,20.29
PAST SALE,,Single Family Residential,3630 Grace Ave,Carnation,WA,98014,1304450.0,4.0,2.5,Carnation,3001.0,5000.0,2024.0,26.0,435.0,68.0,Pending,,,https://www.redfin.com/WA/Carnation/3630-Grace-AVE-98014/home/190268782,NWMLS as Distributed by MLS Grid,2213491,N,Y,47.640071,-121.91372,6,4.5,4.094371482176361,20.29
MLS Listing,,Vacant Land,0 X SE 3rd St,Carnation,WA,98014,240000.0,,,Carnation,,60112.0,,29.0,,,Active,,,https://www.redfin.com/WA/Seattle/0-X-SE-3rd-ST-98104/home/190540605,NWMLS as Distributed by MLS Grid,2221124,N,Y,47.605875,-121.906726,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,10219 Kelly Rd NE,Carnation,WA,98014,3750000.0,4.0,3.0,Carnation,3590.0,1164794.0,2016.0,29.0,1045.0,,Active,,,https://www.redfin.com/WA/Carnation/10219-Kelly-Rd-NE-98014/home/441010,NWMLS as Distributed by MLS Grid,2223559,N,Y,47.6891378,-121.9077446,6,4.5,4.094371482176361,20.29
MLS Listing,,Multi-Family (2-4 Unit),4453 Tolt Ave,Carnation,WA,98014,950000.0,5.0,4.5,Downtown Carnation,2310.0,15000.0,1900.0,30.0,411.0,,Active,,,https://www.redfin.com/WA/Carnation/4453-Tolt-Ave-98014/home/519826,NWMLS as Distributed by MLS Grid,2224149,N,Y,47.6475108,-121.9150043,6,4.5,4.094371482176361,20.29
PAST SALE,,Mobile/Manufactured Home,9801 Kelly Rd NE,Carnation,WA,98014,450000.0,1.0,1.0,Stillwater,1848.0,73616.0,1981.0,45.0,244.0,,Pending,,,https://www.redfin.com/WA/Carnation/9801-320th-Way-NE-98014/home/2077600,NWMLS as Distributed by MLS Grid,2203203,N,Y,47.685492,-121.910407,6,4.5,4.094371482176361,20.29
MLS Listing,,Vacant Land,0 Carnation-Duvall Rd NE,Carnation,WA,98014,295000.0,,,Stillwater,,213879.0,,70.0,,,Active,,,https://www.redfin.com/WA/Seattle/Carnation-Duvall-RD-NE-98104/home/190053222,NWMLS as Distributed by MLS Grid,2203411,N,Y,47.675557,-121.918502,6,4.5,4.094371482176361,20.29
PAST SALE,June-27-2014,Ranch,27411 100th St,Carnation,WA,98014,675000.0,,,Rural Carnation,2610.0,3347150.0,1931.0,91.0,259.0,,Pending,,,https://www.redfin.com/WA/Carnation/27411-NE-100th-St-98014/home/22717909,NWMLS as Distributed by MLS Grid,2135474,N,Y,47.68164,-121.972322,6,4.5,4.094371482176361,20.29
MLS Listing,,Vacant Land,11500 W Lake Joy Dr NE,Carnation,WA,98014,450000.0,,,Lake Joy,,65245.0,,121.0,,,Active,,,https://www.redfin.com/WA/Carnation/11500-W-Lake-Joy-Dr-NE-98014/home/22094453,NWMLS as Distributed by MLS Grid,2191015,N,Y,47.700631,-121.871636,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,11009 317th Ave NE,Carnation,WA,98014,3475000.0,4.0,4.5,Lake Marcel,5120.0,17000.0,1989.0,251.0,679.0,26.0,Active,,,https://www.redfin.com/WA/Carnation/11009-317th-Ave-NE-98014/home/440547,NWMLS as Distributed by MLS Grid,2159742,N,Y,47.6957718,-121.9168913,6,4.5,4.094371482176361,20.29
MLS Listing,,Mobile/Manufactured Home,26929 100th St,Carnation,WA,98014,650000.0,1.0,1.0,Rural Carnation,840.0,1580792.0,1983.0,315.0,774.0,,Active,,,https://www.redfin.com/WA/Carnation/26929-NE-100-St-98014/home/2067396,NWMLS as Distributed by MLS Grid,2136132,N,Y,47.6845751,-121.9800598,6,4.5,4.094371482176361,20.29
New Construction Home,,Single Family Residential,3601 Stossel Ave,Carnation,WA,98014,1509400.0,4.0,4.5,Carnation,4016.0,,2024.0,23.0,376.0,,Active,,,https://www.redfin.com/WA/Carnation/3601-Stossel-Ave-98014/home/190569963,Zillow,D7AE24425B51,N,Y,47.6492697,-121.9122371,6,4.5,4.094371482176361,20.29
New Construction Home,,Single Family Residential,3611 Stossel Ave,Carnation,WA,98014,1239900.0,4.0,3.0,Carnation,2597.0,,2024.0,23.0,477.0,,Active,,,https://www.redfin.com/WA/Carnation/3611-Stossel-Ave-98014/home/190570061,Zillow,063CD19984D2,N,Y,47.6492697,-121.9122371,6,4.5,4.094371482176361,20.29
New Construction Home,,Single Family Residential,31981 Valley Vista St,Carnation,WA,98014,1424850.0,4.0,3.0,Carnation,3432.0,,2024.0,51.0,415.0,,Active,,,https://www.redfin.com/WA/Carnation/31981-Valley-Vista-ST-98014/home/190268781,Zillow,A3F2724F014A,N,Y,47.64013672,-121.9134445,6,4.5,4.094371482176361,20.29
New Construction Home,,Single Family Residential,31934 Victoria St,Carnation,WA,98014,1224150.0,4.0,3.0,Carnation,2597.0,,2024.0,51.0,471.0,,Active,,,https://www.redfin.com/WA/Carnation/31934-Victoria-ST-98014/home/190268774,Zillow,B16F3752D483,N,Y,47.64021301269531,-121.912384,6,4.5,4.094371482176361,20.29
New Construction Home,,Single Family Residential,3675 Strossel Ave,Carnation,WA,98014,1345450.0,5.0,3.0,Carnation,3115.0,,2024.0,51.0,432.0,,Active,,,https://www.redfin.com/WA/Carnation/3675-Stossel-Ave-98014/home/190268779,Zillow,D86EC8B51820,N,Y,47.6492697,-121.9122371,6,4.5,4.094371482176361,20.29
New Construction Home,,Single Family Residential,31950 Victoria St,Carnation,WA,98014,1215750.0,4.0,2.5,Carnation,2556.0,,2024.0,51.0,476.0,,Active,,,https://www.redfin.com/WA/Carnation/31950-Victoria-ST-98014/home/190268772,Zillow,E019441041EC,N,Y,47.64020538330078,-121.9122925,6,4.5,4.094371482176361,20.29
New Construction Plan,,Single Family Residential,Homes Available Soon Plan,Carnation,WA,98014,,,,Carnation,,,,84.0,,,Active,,,https://www.redfin.com/WA/Carnation/Carnation/Homes-Available-Soon/home/188393856,Zillow,5972B93751A9,N,Y,47.646266,-121.914814,6,4.5,4.094371482176361,20.29
MLS Listing,,Single Family Residential,27920 NE 21st St,Carnation,WA,98014,2171000.0,4.0,3.5,Tolt,3516.0,39465.0,2024.0,8.0,617.0,,Active,,,https://www.redfin.com/WA/Carnation/27920-NE-21st-St-98014/home/22541573,NWMLS as Distributed by MLS Grid,2235341,N,Y,47.6271319,-121.9660725,6,4.5,4.094371482176361,20.29
MLS Listing,,Vacant Land,67 XX W Snoqualmie Valley Rd NE,Carnation,WA,98014,400000.0,,,Ames Lake,,454330.0,,40.0,,,Active,,,https://www.redfin.com/WA/Carnation/67-XX-W-Snoqualmie-Valley-Rd-NE-98014/home/175950287,NWMLS as Distributed by MLS Grid,2219185,N,Y,47.662864,-121.971732,6,4.5,4.094371482176361,20.29
PAST SALE,June-10-2021,Single Family Residential,26707 NE Walden Way,Duvall,WA,98019,1100000.0,3.0,2.5,Duvall,2171.0,3702.0,2021.0,5.0,507.0,107.0,Pending,,,https://www.redfin.com/WA/Duvall/26707-NE-Walden-Way-98019/home/172716143,NWMLS as Distributed by MLS Grid,2230609,N,Y,47.7280593,-121.9816941,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,27226 Site 384 NE 141st Pl,Duvall,WA,98019,1268315.0,5.0,4.0,Duvall,2678.0,5000.0,2024.0,1.0,474.0,107.0,Pending,,,https://www.redfin.com/WA/Duvall/27226-Site-384-NE-141st-Pl-Unknown/home/190475057,NWMLS as Distributed by MLS Grid,2221881,N,Y,47.728474,-121.9731,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,14172 269 (Homesite 260) Ln NE,Duvall,WA,98019,1188075.0,5.0,4.0,Duvall,3162.0,3640.0,2023.0,236.0,376.0,90.0,Pending,,,https://www.redfin.com/WA/Duvall/14172-269-Homesite-260-LN-NE-98019/home/187648077,NWMLS as Distributed by MLS Grid,2165151,N,Y,47.727878,-121.978278,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,27150 Site 324 NE Walden Way,Duvall,WA,98019,854995.0,4.0,3.5,Duvall,1939.0,1678.0,2024.0,36.0,441.0,107.0,Pending,,,https://www.redfin.com/WA/Duvall/27150-Site-324-NE-Walden-Way-98019/home/185889891,NWMLS as Distributed by MLS Grid,2221838,N,Y,47.727514,-121.974746,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,27209 NE 141st (Homesite 352) St,Duvall,WA,98019,985995.0,4.0,3.0,Duvall,2313.0,2914.0,2024.0,109.0,426.0,90.0,Pending,,,https://www.redfin.com/WA/Duvall/27209-NE-141st-St-98019/home/189543694,NWMLS as Distributed by MLS Grid,2194825,N,Y,47.727449,-121.9737787,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,26806 Site 203 NE 141st Pl,Duvall,WA,98019,1138075.0,5.0,4.0,Duvall,3160.0,3280.0,2024.0,104.0,360.0,90.0,Pending,,,https://www.redfin.com/WA/Duvall/26806-Site-203-NE-141st-Pl-Unknown/home/189618467,NWMLS as Distributed by MLS Grid,2196720,N,Y,47.728412,-121.983018,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,14180 269 (Homesite 261) Ln NE,Duvall,WA,98019,1188435.0,5.0,4.0,Duvall,3039.0,3639.0,2023.0,228.0,391.0,90.0,Pending,,,https://www.redfin.com/WA/Duvall/14180-269-Homesite-261-LN-NE-98019/home/187785362,NWMLS as Distributed by MLS Grid,2167548,N,Y,47.72799,-121.978243,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,14311 271st Pl NE #39,Duvall,WA,98019,876680.0,3.0,2.5,Duvall,1949.0,3207.0,2023.0,389.0,450.0,108.0,Pending,,,https://www.redfin.com/WA/Duvall/14311-271st-Pl-NE-98019/unit-39/home/185205729,NWMLS as Distributed by MLS Grid,2059291,N,Y,47.7442475,-121.9756662,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,27216 Site 359 NE 141st St,Duvall,WA,98019,1030995.0,4.0,3.0,Duvall,2313.0,2901.0,2024.0,1.0,446.0,107.0,Pending,,,https://www.redfin.com/WA/Duvall/27216-Site-359-NE-141st-St-98019/home/190418705,NWMLS as Distributed by MLS Grid,2220745,N,Y,47.726381,-121.967247,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,27236 Site 344 NE Walden Way,Duvall,WA,98019,1030995.0,4.0,3.0,Duvall,2313.0,2846.0,2024.0,1.0,446.0,107.0,Pending,,,https://www.redfin.com/WA/Duvall/27236-Site-344-NE-Walden-Way-98019/home/190561940,NWMLS as Distributed by MLS Grid,2226564,N,Y,47.727095,-121.972888,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,14313 271st Pl NE #38,Duvall,WA,98019,922188.0,3.0,2.5,Duvall,1758.0,3207.0,2023.0,1.0,525.0,108.0,Pending,,,https://www.redfin.com/WA/Duvall/14313-271st-Pl-NE-98019/unit-38/home/186193182,NWMLS as Distributed by MLS Grid,2142548,N,Y,47.7442475,-121.9756662,3,4.333333333333333,3.8491021173948,20.14
PAST SALE,,Single Family Residential,26814 Site 207 NE 141st Pl,Duvall,WA,98019,1146475.0,6.0,4.0,Duvall,3200.0,3468.0,2024.0,104.0,358.0,90.0,Pending,,,https://www.redfin.com/WA/Duvall/26814-Site-207-NE-141st-Pl-Unknown/home/189618665,NWMLS as Distributed by MLS Grid,2196722,N,Y,47.728404,-121.978925,3,4.333333333333333,3.8491021173948,20.14
